YEAR,STATE,MEDIAN_INCOME,MEAN_INCOME,POP,ONE_RACE_POP,WHITE,BLACK,ASIAN,FOREIGN_BORN_NON_US,POVERTY_PERCENT,UNEMPLOYMENT_RATE,SCHOOL_ENROLLMENT,18_24_BACHELOR_HIGHER,25_34_BACHELOR_HIGHER,35_44_BACHELOR_HIGHER,45_64_BACHELOR_HIGHER,65_MORE_BACHELOR_HIGHER,STATE_ABBR,WHITE_PER_CAPITA,BLACK_PER_CAPITA,ASIAN_PER_CAPITA,ONE_RACE_RATIO,FOREIGN_BORN_NON_US_RATIO,SCHOOL_ENROLLMENT_RATE,BACHELOR_HIGHER_RATIO,ALL_HATE_CRIME,BLACK_HATE_CRIME,ASIAN_HATE_CRIME,ALL_HC_PER_CAPITA,BLACK_HC_PER_CAPITA_POP,BLACK_HC_PER_CAPITA_RACE_POP,ASIAN_HC_PER_CAPITA_POP,ASIAN_HC_PER_CAPITA_RACE_POP
2018,Maryland,81868,107482,6003435,5804066,3373181,1788090,374277,440537.0,9.4,5.6,1544732,74467,348722,342708,643673,295462,MD,56.18751598043453,29.784448403289115,6.234380816982277,96.6790845574242,7.33808228122733,25.73080244893132,28.400940461585744,47.0,6.0,0.0,8.058984910836763,1.02880658436214,98.0231988237216,0.0,0.0
2019,Maryland,84805,111417,6018848,5812156,3343003,1799094,378126,441608.0,9.2,5.1,1536208,76793,351079,348642,651295,311708,MD,55.54223997681949,29.891002397801042,6.282364997421433,96.56592092041534,7.337085103328743,25.523289506563383,28.90116181701216,18.0,3.0,0.0,0.518887056448858,0.08648117607480968,0.8851150206969396,0.0,0.0
2020,Maryland,87063,114236,6037624,5766485,3275048,1803128,384429,428772.0,9.0,5.2,1520676,77886,357552,358064,656177,331385,MD,54.24398736986603,29.86486074654533,6.367223265310989,95.50917712000614,7.101667808396151,25.18666283292898,29.499418976736546,40.0,18.0,1.0,0.8222534678540008,0.3700140605343003,1.3919111403927973,0.020556336696350017,1.5477719822315774
2016,Massachusetts,70954,97295,6742143,6539129,5343665,489233,411736,507234.0,11.4,6.8,1748398,117220,463991,394779,744370,313666,MA,79.25766332752065,7.256342679174856,6.106901025386142,96.98888024178662,7.523334939647527,25.93237788044543,30.168835042507997,368.0,129.0,27.0,49.82965839602663,17.467461774694115,534.6263831903518,3.6559803714476056,57.99467308187988
2017,Massachusetts,74167,101858,6789319,6579796,5358373,499774,426225,519292.0,11.1,6.0,1737576,121530,482186,400250,759516,338909,MA,78.92357097965201,7.361180112467834,6.277875586638365,96.91393201586197,7.648661080735786,25.592787730256894,30.96615433742324,407.0,112.0,0.0,5.8589096813804,1.612279814040798,36.690154917627325,0.0,0.0
2018,Massachusetts,77378,106627,6830193,6614700,5360006,510558,442574,533281.0,10.8,5.4,1734143,126537,500323,407217,769039,361123,MA,78.47517632371442,7.475015713318789,6.479670486617289,96.84499398479662,7.807700309493451,25.38937040285684,31.686352054766243,338.0,78.0,0.0,11.301811533264608,2.6081103538302943,16.920840835629217,0.0,0.0
2019,Massachusetts,81215,111498,6850553,6627518,5348538,522357,452436,535859.0,10.3,4.8,1723161,128997,513770,415088,777572,382635,MA,78.07454376310933,7.625034066592871,6.604371939024485,96.74427743278535,7.822127644293826,25.153604387850148,32.37785329155179,345.0,128.0,16.0,0.8812539656428454,0.32695799305009915,5.644050046850025,0.040869749131262394,0.2854930795585349
2020,Massachusetts,84385,115964,6873003,6544759,5261787,513369,466044,531066.0,9.8,5.1,1702976,132551,528098,430011,782001,404032,MA,76.557321450318,7.469355098491882,6.780791453168288,95.22415456533338,7.726840800156786,24.777757262727807,33.12515650000444,369.0,155.0,20.0,6.671317907100904,2.8023151100288346,68.00094762610885,0.3615890464553335,11.58111120762037
2016,Michigan,50803,68928,9909600,9637802,7817827,1376446,276769,307623.0,16.3,8.5,2562133,94025,376457,383188,732576,339577,MI,78.89144869621377,13.890025833535159,2.7929381609752157,97.25722531686446,3.104292806975055,25.855059740050052,19.43391256962945,406.0,96.0,0.0,11.336019728024874,2.680438162291596,25.379234498839427,0.0,0.0
2017,Michigan,52668,72091,9925568,9646666,7813199,1374515,289082,316459.0,15.6,7.4,2522019,98688,391382,386222,745299,364138,MI,78.71790309632658,13.848225109132292,2.912498307401652,97.19006509249647,3.188321313198398,25.40931662550697,20.006200148948654,454.0,166.0,8.0,47.81489107367601,17.48297779345863,79.08829302689003,0.8425531466727051,21.784712577948426
2018,Michigan,54938,75352,9957488,9673770,7818588,1375424,304403,322866.0,15.0,6.5,2487658,101593,406910,392184,752925,385033,MI,78.51968287584178,13.812961662620129,3.0570260290547173,97.15070708596384,3.242444279119392,24.982786823343396,20.47348688745595,439.0,155.0,3.0,64.13459206601043,22.64433205064149,48.2389665034841,0.438277394528545,11.228385358185493
2019,Michigan,57144,78400,9965265,9674006,7813755,1374314,311721,326181.0,14.4,5.9,2451348,104320,420513,395899,760566,408192,MI,78.40990681130909,13.791043188515308,3.12807536979699,97.0772578551599,3.273179388606324,24.59892436377758,20.967731415070247,404.0,182.0,27.0,1.9613422358204302,0.8835749676220751,5.487918137147296,0.13107980288898913,4.82860249513563
2020,Michigan,59234,80803,9973907,9597627,7735902,1360149,316844,317437.0,13.7,6.0,2400867,109243,439084,405852,777538,432657,MI,77.56140096353415,13.637073215140266,3.1767290390816756,96.22735604011548,3.1826745527103872,24.071479712012554,21.700362756540642,420.0,144.0,14.0,4.0786662062305705,1.3983998421361956,4.445404871422838,0.1359555402076857,3.478252227944775
2016,Minnesota,63217,83100,5450868,5302366,4597525,310853,246819,216058.0,10.8,4.8,1400964,63416,293631,269974,488068,202264,MN,84.3448236134135,5.702816505554711,4.528067823326487,97.2756265607606,3.96373568393144,25.701668064609162,24.167765574216805,116.0,32.0,0.0,8.157358253593983,2.250305725129375,121.8305033122668,0.0,0.0
2017,Minnesota,65699,86796,5490726,5336282,4598252,326953,255935,222887.0,10.5,4.3,1396256,65556,300730,275167,493490,216363,MN,83.74579245076153,5.954640606724867,4.661223306353294,97.18718435412731,4.059335687120428,25.42935123697668,24.61069811168869,142.0,53.0,6.0,8.413274250818665,3.140165741502741,459.4313453536754,0.3554904613021971,25.25465106490445
2018,Minnesota,68411,90600,5527358,5369591,4606044,342186,262359,228113.0,10.1,3.9,1396590,68715,309817,282225,498516,232224,MN,83.33174728324093,6.190769622666019,4.74655341665946,97.14570686393029,4.126980738356372,25.266863481612734,25.174721811035216,125.0,39.0,5.0,0.9749251588952522,0.3041766495753187,2.1380113753169327,0.03899700635581009,0.7237754443257453
2019,Minnesota,71306,93925,5563378,5397982,4609049,356515,268181,228066.0,9.7,3.6,1395300,70263,316807,292700,503226,246434,MN,82.84623119263152,6.408246931989881,4.820470584598063,97.0270580212238,4.099415858494606,25.08008623537714,25.69356243634713,140.0,82.0,2.0,2.1092513875107612,1.2354186698277314,13.237079319162126,0.030132162678725156,1.3793959625080177
2020,Minnesota,73382,96814,5600166,5382715,4572149,359817,275242,213520.0,9.3,3.8,1392298,72740,324904,302154,511659,259858,MN,81.64309772246037,6.425113112718445,4.914890022902893,96.11706152996179,3.8127441222278056,24.86172731308322,26.272703344865135,191.0,67.0,9.0,6.097368267316287,2.138867402671158,60.9584118059157,0.287310546627469,11.98673468028715
2016,Mississippi,40528,56358,2989192,2953825,1764038,1121327,28562,42432.0,22.3,9.6,802804,17614,88825,86810,153167,81089,MS,59.013873983337305,37.51271246544216,0.955509047260932,98.816837459755,1.4195140359000025,26.856889754823378,14.301690891719234,20.0,9.0,0.0,0.6875744299320401,0.30940849346941807,5.300322141801285,0.0,0.0
2017,Mississippi,42009,58371,2986220,2948291,1755471,1122576,28859,42470.0,21.5,8.8,789622,18568,88496,88023,155687,85112,MS,58.7857224183081,37.59187199871409,0.9664056901366945,98.72986585047317,1.4221993021277735,26.44219113126293,14.596580292141907,49.0,21.0,2.0,1.10355289982172,0.47295124278073714,5.930327128140249,0.04504297550292734,3.1846119550332794
2018,Mississippi,43567,60640,2988762,2948569,1751193,1125834,28313,43317.0,20.8,8.2,782219,19136,90045,91337,158678,89117,MS,58.59258783402627,37.6689077283504,0.9473153098172421,98.6551956964121,1.4493291871350078,26.17200700490705,14.999956503729639,10.0,3.0,0.0,0.21442588755163378,0.06432776626549012,0.19961195436072274,0.0,0.0
2019,Mississippi,45081,62835,2984418,2944122,1743217,1125623,29605,42569.0,20.3,7.5,769205,19428,88220,90845,162122,93966,MS,58.41061808365986,37.71666703524774,0.9919857070959899,98.649786993645,1.4263752597658907,25.774037014922175,15.231814042134847,20.0,10.0,0.0,1.5005856035317784,0.7502928017658892,55.925283820815395,0.0,0.0
2020,Mississippi,46511,65156,2981835,2931805,1729353,1123545,29742,40199.0,19.6,7.1,754722,20240,89619,92866,168057,100657,MS,57.99626739910156,37.6796502824603,0.9974394961491834,98.32217409749366,1.348129591342244,25.310656022214513,15.810365093977365,36.0,14.0,1.0,0.5996566965412301,0.23319982643270062,0.7829583522082222,0.016657130459478614,0.2671817931638866
2016,Missouri,49593,67210,6059651,5911610,5000875,701896,107953,129624.0,15.3,6.6,1529503,57310,262477,239470,430579,193139,MO,82.52744258704008,11.583109324282868,1.7815052385030097,97.55693851015512,2.139133095288821,25.240777067854236,19.522163900198215,88.0,29.0,0.0,1.2883969750195932,0.4245853667678205,5.680059856079035,0.0,0.0
2017,Missouri,51542,70144,6075300,5923910,5004537,703061,112959,131041.0,14.6,5.8,1514505,58951,268173,244647,436101,206788,MO,82.37514196829785,11.572449097163926,1.859315589353612,97.50810659555907,2.1569469820420393,24.92889240037529,19.993415962997712,104.0,28.0,5.0,1.0444401238545304,0.28119541796083514,2.0357358894420923,0.050213467493006265,1.6425593703084398
2018,Missouri,53560,73145,6090062,5934734,5008342,704896,116720,131589.0,14.2,5.1,1498474,58250,272864,249903,439408,218908,MO,82.23794765964615,11.574529126304462,1.9165650530323006,97.4494840939222,2.1607169188096935,24.605233904022654,20.350088389904734,66.0,17.0,4.0,1.1940605258425454,0.30756104453520106,4.968058307470207,0.0723673045965179,1.5246284671004235
2019,Missouri,55461,76060,6104910,5944542,5015904,701334,120654,133228.0,13.7,4.6,1480841,60191,277642,256926,445327,232667,MO,82.16180091106993,11.488031764596037,1.9763436316014489,97.37313080782518,2.182308993908182,24.256557426727014,20.848022329567513,90.0,31.0,7.0,3.0112802558383707,1.0372187547887721,2.7535142836332884,0.2342106865652066,24.723625189842124
2020,Missouri,57290,78194,6124160,5909842,4978046,698043,123810,127456.0,13.0,4.5,1459812,62467,284322,264668,454432,247162,MO,81.28536811579056,11.398183587626711,2.0216650120179747,96.50045067405163,2.081199707388442,23.83693437140767,21.440507759431497,131.0,62.0,2.0,2.151045424496499,1.0180520329678089,8.795623751588886,0.0328403881602519,1.7135023989033582
2016,Montana,48380,65401,1023391,996869,911907,4260,7481,9588.0,14.9,5.6,236199,6622,40430,40030,81291,47321,MT,89.10641191880718,0.41626318777476057,0.7310011520523436,97.40841965583047,0.9368853155831935,23.08003490357058,21.07640188354207,21.0,9.0,0.0,2.01587356441004,0.8639458133185887,194.38444924406048,0.0,0.0
2017,Montana,50801,68622,1029862,1001478,916664,4438,7448,10396.0,14.4,4.8,236695,7419,41136,42016,82279,50877,MT,89.00843025570417,0.4309315228642284,0.723203691368358,97.24390258112253,1.009455635803632,22.983176386739192,21.723978552466253,21.0,8.0,0.0,1.1025011025011024,0.42000042000042,8.804754567466432,0.0,0.0
